,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,NumMosquitos,WnvPresent,Station,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
6970,2007-09-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX RESTUANS,61.0, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6972,2007-09-24,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61.0, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6974,2007-09-24,"2700 South Western Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,27.0, S WESTERN AVE,T034,"2700  S WESTERN AVE, Chicago, IL",41.843810999999995,-87.686763,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6976,2007-09-24,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68.0, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6978,2007-09-24,"1100 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,11.0, S CALIFORNIA,T047,"1100  S CALIFORNIA, Chicago, IL",41.868142,-87.696269,9.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6980,2007-09-24,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,25.0, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9.0,9.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6982,2007-09-24,"2500 South Throop Street, Chicago, IL 60608, USA",CULEX PIPIENS,25.0, S THROOP,T051,"2500  S THROOP, Chicago, IL",41.846283,-87.656913,9.0,3.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6984,2007-09-24,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS/RESTUANS,10.0, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8.0,12.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6986,2007-09-24,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX PIPIENS,10.0, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8.0,3.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6988,2007-09-24,"1000 West 95th Street, Chicago, IL 60643, USA",CULEX TERRITANS,10.0, W 95TH ST,T085,"1000  W 95TH ST, Chicago, IL",41.721474,-87.648064,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6990,2007-09-24,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,10.0, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6992,2007-09-24,"1000 South California Avenue, Chicago, IL 60612, USA",CULEX PIPIENS,10.0, S CALIFORNIA AVE,T088,"1000  S CALIFORNIA AVE, Chicago, IL",41.869107,-87.69629300000001,9.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6994,2007-09-24,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS/RESTUANS,18.0, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6996,2007-09-24,"1800 West Leland Avenue, Chicago, IL 60640, USA",CULEX PIPIENS,18.0, W LELAND AVE,T219,"1800  W LELAND AVE, Chicago, IL",41.966986999999996,-87.674677,8.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
6998,2007-09-24,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,13.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7000,2007-09-24,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,61.0, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7002,2007-09-24,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,64.0, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8.0,4.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7004,2007-09-24,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS,64.0, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7006,2007-09-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS/RESTUANS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9.0,12.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7008,2007-09-24,"1000 North Central Park Avenue, Chicago, IL 60651, USA",CULEX PIPIENS,10.0, N CENTRAL PARK DR,T030,"1000  N CENTRAL PARK DR, Chicago, IL",41.899229999999996,-87.716788,9.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7010,2007-09-24,"2000 East 111th Street, Chicago, IL 60628, USA",CULEX PIPIENS/RESTUANS,20.0, E 111TH ST,T084,"2000  E 111TH ST, Chicago, IL",41.692555,-87.598865,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7012,2007-09-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33.0, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9.0,11.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7014,2007-09-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,33.0, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7016,2007-09-24,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX TERRITANS,33.0, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7018,2007-09-24,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS/RESTUANS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7020,2007-09-24,"1100 North Artesian Avenue, Chicago, IL 60622, USA",CULEX PIPIENS,11.0, S ARTESIAN AVE,T160,"1100  S ARTESIAN AVE, Chicago, IL",41.903002,-87.68826700000001,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7022,2007-09-24,"6000 West Roscoe Street, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60.0, W ROSCOE ST,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7024,2007-09-24,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60.0, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7026,2007-09-24,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7028,2007-09-24,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33.0, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7030,2007-09-24,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49.0, W SUNNYSIDE AVE,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.962728000000006,-87.748367,9.0,23.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7032,2007-09-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30.0, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7034,2007-09-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,30.0, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7036,2007-09-24,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX TERRITANS,30.0, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7038,2007-09-24,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,42.0, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7040,2007-09-24,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS,42.0, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7042,2007-09-24,"1700 North Pulaski Road, Chicago, IL 60639, USA",CULEX PIPIENS,17.0, N PULASKI RD,T039,"1700  N PULASKI RD, Chicago, IL",41.911823999999996,-87.726737,9.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7044,2007-09-24,"2200 West Pershing Road, Chicago, IL 60609, USA",CULEX PIPIENS,22.0, W PERSHING RD,T060,"2200  W PERSHING RD, Chicago, IL",41.823065,-87.67837800000001,8.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7046,2007-09-24,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,22.0, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8.0,15.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7048,2007-09-24,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX PIPIENS,22.0, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8.0,9.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7050,2007-09-24,"2200 West 51st Street, Chicago, IL 60609, USA",CULEX TERRITANS,22.0, W 51ST ST,T061,"2200  W 51ST ST, Chicago, IL",41.801179,-87.679447,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7052,2007-09-24,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35.0, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8.0,17.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7054,2007-09-24,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7056,2007-09-24,"Chicago Midway International Airport (MDW), 5200 West 63rd Street, Chicago, IL 60638, USA",CULEX PIPIENS,52.0, W 63RD ST,T065,"5200  W 63RD ST, Chicago, IL",41.778296999999995,-87.752411,9.0,4.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7058,2007-09-24,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7060,2007-09-24,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,11.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7062,2007-09-24,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX TERRITANS,67.0, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8.0,3.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7064,2007-09-24,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73.0, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9.0,8.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7066,2007-09-24,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7068,2007-09-24,"1000 East 67th Street, Chicago, IL 60637, USA",CULEX PIPIENS,10.0, E 67TH ST,T073,"1000  E 67TH ST, Chicago, IL",41.773215,-87.60088,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7070,2007-09-24,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39.0, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9.0,3.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7072,2007-09-24,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47.0, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7074,2007-09-24,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,2.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7076,2007-09-24,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71.0, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7078,2007-09-24,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7080,2007-09-24,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77.0, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7082,2007-09-24,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,79.0, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7084,2007-09-24,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79.0, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7086,2007-09-24,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,4.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7088,2007-09-24,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37.0, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7090,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7092,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7094,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7096,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7098,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7100,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7102,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,1.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7104,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,1.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7106,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7108,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7110,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,48.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7112,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,29.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7114,2007-09-24,"South Doty Avenue, Chicago, IL, USA",CULEX PIPIENS,12.0, S DOTY AVE,T115,"1200  S DOTY AVE, Chicago, IL",41.673408,-87.599862,5.0,50.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7116,2007-09-24,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,4.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7118,2007-09-24,"South Stony Island Avenue, Chicago, IL, USA",CULEX PIPIENS,10.0, S STONY ISLAND AVE,T138,"1000  S STONY ISLAND AVE, Chicago, IL",41.726465000000005,-87.585413,5.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7120,2007-09-24,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,81.0, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5.0,7.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7122,2007-09-24,"East 91st Street, Chicago, IL, USA",CULEX PIPIENS,81.0, E 91ST ST,T107,"8100  E 91ST ST, Chicago, IL",41.729669,-87.582699,5.0,10.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7124,2007-09-24,"6500 South Racine Avenue, Chicago, IL 60636, USA",CULEX PIPIENS,65.0, S RACINE AVE,T078,"6500  S RACINE AVE, Chicago, IL",41.775051,-87.65535600000001,9.0,4.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7126,2007-09-24,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,5.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7128,2007-09-24,"8900 South Muskegon Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,89.0, S MUSKEGON AVE,T099,"8900  S MUSKEGON AVE, Chicago, IL",41.733643,-87.55551,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7130,2007-09-24,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS/RESTUANS,98.0, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8.0,1.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
7132,2007-09-24,"9800 South Avenue G, Chicago, IL 60617, USA",CULEX PIPIENS,98.0, S AVENUE G,T100,"9800  S AVENUE G, Chicago, IL",41.717753,-87.531657,8.0,6.0,0.0,1,90,68,79,18,63,68,0,14,0541,1746, ,0,M,0.0,0.00,29.27,29.99,11.4,19,11.9
